tile,ra,dec,good_fraction
CFIS_LSB.159.326.r,271.91413777674484,73.0,0.4559171
CFIS_LSB.440.252.r,271.9349550499537,36.0,0.04798965
CFIS_LSB.443.251.r,272.0744108246499,35.5,0.0
CFIS_LSB.150.328.r,272.09664589074754,74.0,0.43425906
CFIS_LSB.141.330.r,272.3910830135173,75.0,0.6934368
CFIS_LSB.164.325.r,272.69178092068927,72.5,0.68553071
CFIS_LSB.155.327.r,272.8725804614234,73.5,0.24860603
CFIS_LSB.146.329.r,273.1643601165388,74.5,0.6232649
CFIS_LSB.160.326.r,273.62428958666146,73.0,0.41432051
CFIS_LSB.151.328.r,273.9106235300192,74.0,0.70516778
CFIS_LSB.142.330.r,274.3229346660954,75.0,0.70599871
CFIS_LSB.165.325.r,274.3545356824008,72.5,0.73276813
CFIS_LSB.156.327.r,274.6330487224648,73.5,0.69547462
CFIS_LSB.147.329.r,275.03534888446023,74.5,0.73006275
CFIS_LSB.161.326.r,275.3344413965781,73.0,0.67010392
CFIS_LSB.152.328.r,275.72460116929085,74.0,0.64694183
CFIS_LSB.166.325.r,276.0172904441123,72.5,0.58807444
CFIS_LSB.143.330.r,276.25478631867355,75.0,0.6537527
CFIS_LSB.157.327.r,276.3935169835063,73.5,0.71345172
CFIS_LSB.148.329.r,276.9063376523817,74.5,0.69986007
CFIS_LSB.162.326.r,277.0445932064947,73.0,0.67197404
CFIS_LSB.153.328.r,277.5385788085625,74.0,0.69201221
CFIS_LSB.167.325.r,277.68004520582383,72.5,0.7291674
CFIS_LSB.158.327.r,278.1539852445477,73.5,0.68234164
CFIS_LSB.144.330.r,278.1866379712517,75.0,0.59222449
CFIS_LSB.163.326.r,278.75474501641133,73.0,0.70340601
CFIS_LSB.149.329.r,278.77732642030327,74.5,0.47625351
CFIS_LSB.618.228.r,338.2426100583684,24.0,0.66432023
CFIS_LSB.616.229.r,338.47594382045645,24.5,0.60257811
CFIS_LSB.621.227.r,338.5819628100001,23.5,0.54346411
CFIS_LSB.619.228.r,338.78992819762146,24.0,0.67408749
CFIS_LSB.617.229.r,339.0254177552299,24.5,0.7053172
CFIS_LSB.622.227.r,339.1271833620291,23.5,0.50417902
CFIS_LSB.620.228.r,339.3372463368745,24.0,0.46880861
CFIS_LSB.618.229.r,339.57489169000337,24.5,0.59005613
CFIS_LSB.623.227.r,339.67240391405807,23.5,0.60796903
CFIS_LSB.621.228.r,339.88456447612754,24.0,0.42784755
CFIS_LSB.619.229.r,340.1243656247769,24.5,0.55628287
CFIS_LSB.624.227.r,340.21762446608705,23.5,0.63249565
CFIS_LSB.622.228.r,340.4318826153806,24.0,0.54938857
